Unnamed: 0,Classifier,Accuracy,Precision,Recall,F1-score,F1-micro,F1-weight,Brier,AUC,MCC,Type,Dataset
4,SGD-GR,76.38,71.92,86.53,78.51,76.38,76.12,0.17,0.84,0.54,Individual,Push Down Method
5,NB(B)-GR,69.28,72.12,62.79,67.11,69.28,69.14,0.23,0.77,0.39,Individual,Push Down Method
6,NB(G)-GR,69.33,62.68,95.53,75.68,69.33,67.06,0.3,0.76,0.46,Individual,Push Down Method
7,NB(M)-GR,71.34,65.49,90.19,75.87,71.34,70.28,0.23,0.74,0.46,Individual,Push Down Method
8,KNN-GR,80.87,91.31,68.23,78.06,80.87,80.55,0.15,0.88,0.64,Individual,Push Down Method
0,Stack-LR-GR,89.2,92.4,85.43,88.77,89.2,89.19,0.08,0.95,0.79,Stacking,Push Down Method
1,Stack-DT-GR,84.3,91.72,75.39,82.7,84.3,84.16,0.16,0.84,0.7,Stacking,Push Down Method
0,TBStack-LR-GR,96.94,97.03,96.83,96.93,96.94,96.94,0.03,0.99,0.94,TreeStacking,Push Down Method
1,TBStack-DT-GR,92.5,97.31,87.42,92.08,92.5,92.48,0.07,0.93,0.85,TreeStacking,Push Down Method
0,DT-GR,54.35,52.38,96.31,67.85,54.35,44.51,0.46,0.54,0.16,Individual,Rename Method
1,LR-GR,77.45,73.82,85.92,79.32,77.45,77.2,0.16,0.85,0.56,Individual,Rename Method
2,SVM-GR,77.56,74.24,85.21,79.26,77.56,77.35,0.16,0.85,0.56,Individual,Rename Method
3,MLP-GR,71.86,67.5,86.05,75.5,71.86,71.11,0.21,0.75,0.46,Individual,Rename Method
4,SGD-GR,76.75,73.0,85.78,78.78,76.75,76.47,0.16,0.84,0.54,Individual,Rename Method
5,NB(B)-GR,69.19,73.78,60.63,66.42,69.19,68.93,0.26,0.76,0.39,Individual,Rename Method
6,NB(G)-GR,66.68,60.68,96.15,74.35,66.68,63.27,0.33,0.83,0.41,Individual,Rename Method
7,NB(M)-GR,68.14,63.46,86.9,73.27,68.14,66.8,0.24,0.7,0.39,Individual,Rename Method
8,KNN-GR,58.57,55.16,92.19,69.01,58.57,53.19,0.39,0.61,0.23,Individual,Rename Method
0,Stack-LR-GR,78.65,76.37,83.82,79.82,78.65,78.53,0.15,0.86,0.58,Stacking,Rename Method
1,Stack-DT-GR,53.56,51.95,95.39,67.26,53.56,43.64,0.46,0.54,0.13,Stacking,Rename Method
0,TBStack-LR-GR,78.57,77.78,80.8,79.15,78.57,78.51,0.15,0.86,0.57,TreeStacking,Rename Method
1,TBStack-DT-GR,55.29,52.94,95.68,68.16,55.29,46.53,0.45,0.55,0.18,TreeStacking,Rename Method
